name,price,url
"HP Newest 255 G10 Laptop for Home or Work, 16GB RAM, 1TB SSD, 15.6"" Full HD, Ryzen 3 7330U (Beat Intel i5-1135G7), Ethernet Port, HDMI, USB-C, Windows 11 Pro, Business and Fun Ready (2024)",$449.99,https://www.amazon.com/HP-255-i5-1135G7-Ethernet-Business/dp/B0DCSYTVDD/ref=sr_1_1?dib=eyJ2IjoiMSJ9.XdV-xNIGyMXwlyJJiYLpXZpSxdUUJ5KM3vrOXb_oQfVdv2mEshdk9ZFQiaYlBtUexncqd6UoEpDheiPwyoxR9Xl5AbUhfx5Ivb6CnisJX-j2pxfTSrhBgwe-IW3Of3SD6RWPEUsc_ZsVl7nf1sPqCCOzsmSKXD6ktU3Zu6NTfImlqLSA97m8_Op6KqK1NodseFzMkbPDMppT4tlGLtQa0j97fvB0VPYZkFkQaXDt8Sk.MT-6r5OuX4IqTxgRwklX6n-MC9_MoD1a6JpPD3okS8E&dib_tag=se&keywords=laptop+full+warranty&qid=1726616488&sr=8-1
"Dell Inspiron 15 3000 3520 Business Laptop Computer[Windows 11 Pro], 15.6'' FHD Touchscreen, 11th Gen Intel Quad-Core i5-1135G7, 16GB RAM, 1TB PCIe SSD, Numeric Keypad, Wi-Fi, Webcam, HDMI, Black",$434.00,https://www.amazon.com/Dell-Laptop-Touchscreen-Quad-Core-i5-1135G7/dp/B0CC936WF1/ref=sr_1_2?dib=eyJ2IjoiMSJ9.XdV-xNIGyMXwlyJJiYLpXZpSxdUUJ5KM3vrOXb_oQfVdv2mEshdk9ZFQiaYlBtUexncqd6UoEpDheiPwyoxR9Xl5AbUhfx5Ivb6CnisJX-j2pxfTSrhBgwe-IW3Of3SD6RWPEUsc_ZsVl7nf1sPqCCOzsmSKXD6ktU3Zu6NTfImlqLSA97m8_Op6KqK1NodseFzMkbPDMppT4tlGLtQa0j97fvB0VPYZkFkQaXDt8Sk.MT-6r5OuX4IqTxgRwklX6n-MC9_MoD1a6JpPD3okS8E&dib_tag=se&keywords=laptop+full+warranty&qid=1726616488&sr=8-2
"Acer Aspire 5 Slim Laptop, 15.6 inches Full HD IPS Display, AMD Ryzen 3 3200U, Vega 3 Graphics, 4GB DDR4, 128GB SSD, Backlit Keyboard, Windows 10 in S Mode, A515-43-R19L, Silver",$275.99,https://www.amazon.com/Acer-Display-Graphics-Keyboard-A515-43-R19L/dp/B07RF1XD36/ref=sr_1_3?dib=eyJ2IjoiMSJ9.XdV-xNIGyMXwlyJJiYLpXZpSxdUUJ5KM3vrOXb_oQfVdv2mEshdk9ZFQiaYlBtUexncqd6UoEpDheiPwyoxR9Xl5AbUhfx5Ivb6CnisJX-j2pxfTSrhBgwe-IW3Of3SD6RWPEUsc_ZsVl7nf1sPqCCOzsmSKXD6ktU3Zu6NTfImlqLSA97m8_Op6KqK1NodseFzMkbPDMppT4tlGLtQa0j97fvB0VPYZkFkQaXDt8Sk.MT-6r5OuX4IqTxgRwklX6n-MC9_MoD1a6JpPD3okS8E&dib_tag=se&keywords=laptop+full+warranty&qid=1726616488&sr=8-3
"HP EliteBook 845 Business Laptop (14"" FHD, AMD Ryzen 5 PRO 5650U, 32GB RAM, 1TB SSD, > Intel i5-1145G7) 3-Yr Warranty, Long Battery Life, Backlit, Fingerprint, Wi-Fi 6E, Webcam, Win 11 Pro, Silver",None,https://www.amazon.com/EliteBook-845-G8-i5-1145G7-Fingerprint/dp/B0CNSLZHL4/ref=sr_1_4?dib=eyJ2IjoiMSJ9.XdV-xNIGyMXwlyJJiYLpXZpSxdUUJ5KM3vrOXb_oQfVdv2mEshdk9ZFQiaYlBtUexncqd6UoEpDheiPwyoxR9Xl5AbUhfx5Ivb6CnisJX-j2pxfTSrhBgwe-IW3Of3SD6RWPEUsc_ZsVl7nf1sPqCCOzsmSKXD6ktU3Zu6NTfImlqLSA97m8_Op6KqK1NodseFzMkbPDMppT4tlGLtQa0j97fvB0VPYZkFkQaXDt8Sk.MT-6r5OuX4IqTxgRwklX6n-MC9_MoD1a6JpPD3okS8E&dib_tag=se&keywords=laptop+full+warranty&qid=1726616488&sr=8-4
"HP Chromebook 14 Laptop, Intel Celeron N4120, 4 GB RAM, 64 GB eMMC, 14"" HD Display, Chrome OS, Thin Design, 4K Graphics, Long Battery Life, Ash Gray Keyboard (14a-na0226nr, 2022, Mineral Silver)",$140.00,https://www.amazon.com/HP-Chromebook-Graphics-Keyboard-14a-na0226nr/dp/B09SVSBVP1/ref=sr_1_5?dib=eyJ2IjoiMSJ9.XdV-xNIGyMXwlyJJiYLpXZpSxdUUJ5KM3vrOXb_oQfVdv2mEshdk9ZFQiaYlBtUexncqd6UoEpDheiPwyoxR9Xl5AbUhfx5Ivb6CnisJX-j2pxfTSrhBgwe-IW3Of3SD6RWPEUsc_ZsVl7nf1sPqCCOzsmSKXD6ktU3Zu6NTfImlqLSA97m8_Op6KqK1NodseFzMkbPDMppT4tlGLtQa0j97fvB0VPYZkFkQaXDt8Sk.MT-6r5OuX4IqTxgRwklX6n-MC9_MoD1a6JpPD3okS8E&dib_tag=se&keywords=laptop+full+warranty&qid=1726616488&sr=8-5
"Dell Inspiron Touchscreen Laptop (15.6"" FHD Touch, Intel Core i5-1155G7, 16GB RAM, 512GB SSD) for Business, Students, Enterprises, Numeric Keypad, Narrow-Bezel, Webcam, Win 11 Pro, Carbon Black",None,https://www.amazon.com/Dell-Inspiron-Touchscreen-Narrow-Bezel-3520/dp/B0CNV6PF53/ref=sr_1_6?dib=eyJ2IjoiMSJ9.XdV-xNIGyMXwlyJJiYLpXZpSxdUUJ5KM3vrOXb_oQfVdv2mEshdk9ZFQiaYlBtUexncqd6UoEpDheiPwyoxR9Xl5AbUhfx5Ivb6CnisJX-j2pxfTSrhBgwe-IW3Of3SD6RWPEUsc_ZsVl7nf1sPqCCOzsmSKXD6ktU3Zu6NTfImlqLSA97m8_Op6KqK1NodseFzMkbPDMppT4tlGLtQa0j97fvB0VPYZkFkQaXDt8Sk.MT-6r5OuX4IqTxgRwklX6n-MC9_MoD1a6JpPD3okS8E&dib_tag=se&keywords=laptop+full+warranty&qid=1726616488&sr=8-6
"HP Envy Laptop, 17.3"" Full HD Touchscreen, 12th Gen Intel Core i7-1260P, 16GB DDR4 RAM, 1TB PCIe SSD, IR Camera, HDMI, Backlit Keyboard, Wi-Fi 6, Windows 11 Home, Silver",,https://www.amazon.com/HP-Touchscreen-i7-1260P-Backlit-Keyboard/dp/B0BKTN2VMB/ref=sr_1_7?dib=eyJ2IjoiMSJ9.XdV-xNIGyMXwlyJJiYLpXZpSxdUUJ5KM3vrOXb_oQfVdv2mEshdk9ZFQiaYlBtUexncqd6UoEpDheiPwyoxR9Xl5AbUhfx5Ivb6CnisJX-j2pxfTSrhBgwe-IW3Of3SD6RWPEUsc_ZsVl7nf1sPqCCOzsmSKXD6ktU3Zu6NTfImlqLSA97m8_Op6KqK1NodseFzMkbPDMppT4tlGLtQa0j97fvB0VPYZkFkQaXDt8Sk.MT-6r5OuX4IqTxgRwklX6n-MC9_MoD1a6JpPD3okS8E&dib_tag=se&keywords=laptop+full+warranty&qid=1726616488&sr=8-7
"Lenovo IdeaPad 3 – (2023) - Everyday Notebook - Windows 11-14"" Full HD – 8GB Memory – 128GB Storage - Intel Core i3-1115G - Platinum Grey",$261.36,https://www.amazon.com/Lenovo-IdeaPad-Everyday-Notebook-i3-1115G/dp/B0BWSJ3CB5/ref=sr_1_8?dib=eyJ2IjoiMSJ9.XdV-xNIGyMXwlyJJiYLpXZpSxdUUJ5KM3vrOXb_oQfVdv2mEshdk9ZFQiaYlBtUexncqd6UoEpDheiPwyoxR9Xl5AbUhfx5Ivb6CnisJX-j2pxfTSrhBgwe-IW3Of3SD6RWPEUsc_ZsVl7nf1sPqCCOzsmSKXD6ktU3Zu6NTfImlqLSA97m8_Op6KqK1NodseFzMkbPDMppT4tlGLtQa0j97fvB0VPYZkFkQaXDt8Sk.MT-6r5OuX4IqTxgRwklX6n-MC9_MoD1a6JpPD3okS8E&dib_tag=se&keywords=laptop+full+warranty&qid=1726616488&sr=8-8
"HP 14 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 14-inch HD Touchscreen, Windows 11 Home, Thin & Portable, 4K Graphics, One Year of Microsoft 365 (14-dq0070nr, 2021, Pale Rose Gold)",$204.79,https://www.amazon.com/HP-Touchscreen-Portable-Microsoft-14-dq0070nr/dp/B0949SGBF8/ref=sr_1_9?dib=eyJ2IjoiMSJ9.XdV-xNIGyMXwlyJJiYLpXZpSxdUUJ5KM3vrOXb_oQfVdv2mEshdk9ZFQiaYlBtUexncqd6UoEpDheiPwyoxR9Xl5AbUhfx5Ivb6CnisJX-j2pxfTSrhBgwe-IW3Of3SD6RWPEUsc_ZsVl7nf1sPqCCOzsmSKXD6ktU3Zu6NTfImlqLSA97m8_Op6KqK1NodseFzMkbPDMppT4tlGLtQa0j97fvB0VPYZkFkQaXDt8Sk.MT-6r5OuX4IqTxgRwklX6n-MC9_MoD1a6JpPD3okS8E&dib_tag=se&keywords=laptop+full+warranty&qid=1726616488&sr=8-9
"Lenovo ThinkBook 15 Gen 4 15.6"" FHD (12th Gen Intel 10-Core i7-1255U, 40GB RAM, 1TB PCIe SSD, Narrow Bezel IPS) Business Laptop, 1080p Webcam, Fingerprint, IST SD Card, Win 11 Pro, Grey - 2024",$599.99,https://www.amazon.com/Lenovo-ThinkBook-i7-1255U-Business-Fingerprint/dp/B0CFQP18D6/ref=sr_1_10_mod_primary_new?dib=eyJ2IjoiMSJ9.XdV-xNIGyMXwlyJJiYLpXZpSxdUUJ5KM3vrOXb_oQfVdv2mEshdk9ZFQiaYlBtUexncqd6UoEpDheiPwyoxR9Xl5AbUhfx5Ivb6CnisJX-j2pxfTSrhBgwe-IW3Of3SD6RWPEUsc_ZsVl7nf1sPqCCOzsmSKXD6ktU3Zu6NTfImlqLSA97m8_Op6KqK1NodseFzMkbPDMppT4tlGLtQa0j97fvB0VPYZkFkQaXDt8Sk.MT-6r5OuX4IqTxgRwklX6n-MC9_MoD1a6JpPD3okS8E&dib_tag=se&keywords=laptop+full+warranty&qid=1726616488&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-10
