name,price,url
CHUWI GemiBook XPro Laptop 14.1-inch Intel N100 Graphics 600 GPU 8GB RAM 256GB SSD With Cooling Fan Windows 11 Notebook Laptop,"грн.9,133.79",https://www.aliexpress.com/item/1005006083560206.html?algo_pvid=5cf8da99-30e6-42d0-b0a2-690eea05dd72&algo_exp_id=5cf8da99-30e6-42d0-b0a2-690eea05dd72-0&pdp_npi=4%40dis%21UAH%2115147.30%219133.79%21%21%21357.58%21215.62%21%402103856417266173223568873e7c2d%2112000039178199273%21sea%21UA%210%21ABX&curPageLogUid=O5OtIb8kzdbm&utparam-url=scene%3Asearch%7Cquery_from%3A
15.6 Inch Ultrabook Laptops AMD Ryzen R7 4700U Backlit Keyboard Gaming Notebook Windows11 por 36GB DDR4 2TB Fingerprint Unlock,"грн.17,482.22",https://www.aliexpress.com/item/1005004709102453.html?algo_pvid=5cf8da99-30e6-42d0-b0a2-690eea05dd72&algo_exp_id=5cf8da99-30e6-42d0-b0a2-690eea05dd72-1&pdp_npi=4%40dis%21UAH%2129136.89%2117482.22%21%21%21687.83%21412.70%21%402103856417266173223568873e7c2d%2112000036026322411%21sea%21UA%210%21ABX&curPageLogUid=FzXRRZrc5QUW&utparam-url=scene%3Asearch%7Cquery_from%3A
Cheap New GPD MicroPC Micro PC 8GB RAM 256GB SSD Hard Disk Pocket Laptop Computer Notebook PC 6 Inch Windows 10 Pro System,"грн.20,354.27",https://www.aliexpress.com/item/33025931111.html?algo_pvid=5cf8da99-30e6-42d0-b0a2-690eea05dd72&algo_exp_id=5cf8da99-30e6-42d0-b0a2-690eea05dd72-2&pdp_npi=4%40dis%21UAH%2120502.53%2120354.27%21%21%21484.00%21480.50%21%402103856417266173223568873e7c2d%2112000040691987322%21sea%21UA%210%21ABX&curPageLogUid=uY3KBOtWjxRO&utparam-url=scene%3Asearch%7Cquery_from%3A
Yepo New Global Edition Laptop Intel Core i7 Win11 15.6-inch HD Screen MX450 2G Independent Graphics Card 0.3 Fingerprint Unlock,"грн.26,206.87",https://www.aliexpress.com/item/1005006181052983.html?algo_pvid=5cf8da99-30e6-42d0-b0a2-690eea05dd72&aem_p4p_detail=20240917165522726261997053250000211814&algo_exp_id=5cf8da99-30e6-42d0-b0a2-690eea05dd72-3&pdp_npi=4%40dis%21UAH%2127586.18%2126206.87%21%21%214599.00%214369.05%21%402103856417266173223568873e7c2d%2112000036164356903%21sea%21UA%210%21ABX&curPageLogUid=xnBu99MDA7PS&utparam-url=scene%3Asearch%7Cquery_from%3A&search_p4p_id=20240917165522726261997053250000211814_1
Adreamer Laptop 8GB RAM 1TB SSD Computer 13.3-inch Intel Notebook 2560X1600 Resolution Celeron N4020 Portable Computer,"грн.7,372.86",https://www.aliexpress.com/item/1005004761989514.html?algo_pvid=5cf8da99-30e6-42d0-b0a2-690eea05dd72&algo_exp_id=5cf8da99-30e6-42d0-b0a2-690eea05dd72-4&pdp_npi=4%40dis%21UAH%2114745.72%217372.86%21%21%21348.10%21174.05%21%402103856417266173223568873e7c2d%2112000039979940269%21sea%21UA%210%21ABX&curPageLogUid=ZAfcOpMWiuph&utparam-url=scene%3Asearch%7Cquery_from%3A
"BOLUNSHUAI Laptop 15.6"" Intel Processor N95 or i7 Notebook 16GB RAM 1TB SSD Cheap Computer FULL HD Resolution Office Study PC","грн.24,349.62",https://www.aliexpress.com/item/1005006090211839.html?algo_pvid=5cf8da99-30e6-42d0-b0a2-690eea05dd72&algo_exp_id=5cf8da99-30e6-42d0-b0a2-690eea05dd72-5&pdp_npi=4%40dis%21UAH%2141982.10%2124349.62%21%21%216999.00%214059.42%21%402103856417266173223568873e7c2d%2112000037099890810%21sea%21UA%210%21ABX&curPageLogUid=1rnlUvAezm7L&utparam-url=scene%3Asearch%7Cquery_from%3A
Firebat A16 Laptop 16 Inch CPU N5095 N100 16GB RAM SSD 512GB 1TB BT4.2 WiFi5 LPDDR4 Lightweight Business Computer Notebook,"грн.11,108.91",https://www.aliexpress.com/item/1005006983840900.html?algo_pvid=5cf8da99-30e6-42d0-b0a2-690eea05dd72&algo_exp_id=5cf8da99-30e6-42d0-b0a2-690eea05dd72-6&pdp_npi=4%40dis%21UAH%2126449.74%2111108.91%21%21%214409.54%211852.01%21%402103856417266173223568873e7c2d%2112000038942036392%21sea%21UA%210%21ABX&curPageLogUid=buJVocltwXck&utparam-url=scene%3Asearch%7Cquery_from%3A
Molosuper 14 inch Cheap Notebook Windows 10 6GB RAM SSD Student Laptop portable laptops Wifi Computer,"грн.6,401.53",https://www.aliexpress.com/item/1005004009138405.html?algo_pvid=5cf8da99-30e6-42d0-b0a2-690eea05dd72&algo_exp_id=5cf8da99-30e6-42d0-b0a2-690eea05dd72-7&pdp_npi=4%40dis%21UAH%2117702.49%216401.53%21%21%21417.90%21151.12%21%402103856417266173223568873e7c2d%2112000027726358385%21sea%21UA%210%21ABX&curPageLogUid=iA8sg7KBPc9e&utparam-url=scene%3Asearch%7Cquery_from%3A
BYONE Dual Screen Gaming Laptop Intel Core i9-10885H 16 inch +14 Inch Touch Screen Laptop 16GB 32GB RAM 1T 2TB SSD Metal laptops,"грн.30,114.57",https://www.aliexpress.com/item/1005005853182672.html?algo_pvid=5cf8da99-30e6-42d0-b0a2-690eea05dd72&algo_exp_id=5cf8da99-30e6-42d0-b0a2-690eea05dd72-8&pdp_npi=4%40dis%21UAH%2154754.04%2130114.57%21%21%211292.57%21710.91%21%402103856417266173223568873e7c2d%2112000041258438761%21sea%21UA%210%21ABX&curPageLogUid=7DxcCU39mFD1&utparam-url=scene%3Asearch%7Cquery_from%3A
BYONE 14.1 Inch Laptop Intel N4000 8GB RAM 256GB 512GB SSD Windows 11 Notebook 1920*1080 IPS LCD Wifi HDMI USB laptop PC,"грн.6,869.75",https://www.aliexpress.com/item/1005005599551724.html?algo_pvid=5cf8da99-30e6-42d0-b0a2-690eea05dd72&algo_exp_id=5cf8da99-30e6-42d0-b0a2-690eea05dd72-9&pdp_npi=4%40dis%21UAH%2112760.00%216869.75%21%21%212127.27%211145.28%21%402103856417266173223568873e7c2d%2112000038706710181%21sea%21UA%210%21ABX&curPageLogUid=hy57VEY1BvBq&utparam-url=scene%3Asearch%7Cquery_from%3A
